,document,query
TF,NoTF,NoTF
IDF,UsingIDF,UsingIDF
Normalization,NoNormalization,NoNormalization
Stemming,NoStemming,NoStemming
Query
Query,Precision,Recall,Non-Interpolated Average Precision
1,0.031506849315068496,1.0,0.05747246274691159
2,0.01780821917808219,1.0,0.02437730679490286
3,0.030136986301369864,1.0,0.04049636581971093
4,0.005479452054794521,1.0,0.010029417129498517
5,0.01643835616438356,1.0,0.03379677121284212
6,6.849315068493151E-4,1.0,0.0025
7,0.005479452054794521,1.0,0.009060225833040902
8,0.012328767123287671,1.0,0.01561351648702859
9,0.023287671232876714,1.0,0.02342905599159181
10,0.01780821917808219,1.0,0.018756047762019164
11,0.08698630136986302,1.0,0.10344236623300866
12,0.008904109589041096,1.0,0.011980305128609424
13,0.06232876712328767,1.0,0.10645105678607096
14,0.002054794520547945,1.0,0.010118304500326972
15,0.056164383561643834,1.0,0.07396882765404318
16,0.01780821917808219,1.0,0.01691648899289539
17,0.01780821917808219,1.0,0.021015468787374883
18,0.007534246575342466,1.0,0.01039966082000906
19,0.05547945205479452,1.0,0.059586375203065235
20,0.09863013698630137,1.0,0.08848163769360373
21,0.017123287671232876,1.0,0.03857413747831344
22,0.036301369863013695,1.0,0.062234937818980984
23,0.03287671232876712,1.0,0.08610776407326177
24,0.03561643835616438,1.0,0.053860687308311665
25,0.022602739726027398,1.0,0.028710552989481084
26,0.038356164383561646,1.0,0.05259040959751138
27,0.07876712328767123,1.0,0.10564298248947135
28,0.0410958904109589,1.0,0.03973939219631695
29,0.03287671232876712,1.0,0.057487573862519875
30,0.09178082191780822,1.0,0.08824655597581389
31,0.04178082191780822,1.0,0.03903852139602594
32,0.08013698630136987,1.0,0.08526063595980524
33,0.0136986301369863,1.0,0.011783563725831682
34,0.026027397260273973,1.0,0.04166816391302997
35,0.02945205479452055,1.0,0.04711930881147118
36,0.0,0.0,0.0
37,0.0273972602739726,1.0,0.08884011662669695
38,0.0,0.0,0.0
39,0.012328767123287671,1.0,0.04423581026876501
40,0.0,0.0,0.0
41,0.007534246575342466,1.0,0.011808060342834915
42,0.03424657534246575,1.0,0.045295813468593765
43,0.008904109589041096,1.0,0.022674345772271454
44,0.10616438356164383,1.0,0.11279965383172293
45,0.05273972602739726,1.0,0.08199329354273929
46,0.07945205479452055,1.0,0.08581326493564576
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.023287671232876714,1.0,0.029564710536844868
50,0.06095890410958904,1.0,0.06289084742950682
51,0.0,0.0,0.0
52,0.010273972602739725,1.0,0.025337735654539815
53,0.0,0.0,0.0
54,0.03493150684931507,1.0,0.05290007810040654
55,0.012328767123287671,1.0,0.02047983792082107
56,0.030821917808219176,1.0,0.07055017731661377
57,0.012328767123287671,1.0,0.020936157862288824
58,0.031506849315068496,1.0,0.05664370265061936
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.007534246575342466,1.0,0.0335255334241111
62,0.00821917808219178,1.0,0.015595017514234255
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.008904109589041096,1.0,0.014531149185938464
66,0.023972602739726026,1.0,0.04168106313713286
67,0.021917808219178082,1.0,0.039241621763322375
68,0.0,0.0,0.0
69,0.010273972602739725,1.0,0.026711961301801927
70,0.0,0.0,0.0
71,0.018493150684931507,1.0,0.05809676695357981
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.0410958904109589,1.0,0.05347239171409864
77,0.0,0.0,0.0
78,0.0,0.0,0.0
79,0.007534246575342466,1.0,0.011869382443348826
80,0.0,0.0,0.0
81,0.007534246575342466,1.0,0.020563493129533265
82,0.00684931506849315,1.0,0.006110096017887123
83,0.0,0.0,0.0
84,0.007534246575342466,1.0,0.02101647510527938
85,0.0,0.0,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,0.0,0.0
90,0.04794520547945205,1.0,0.07178306170099606
91,0.0,0.0,0.0
92,0.026027397260273973,1.0,0.0317229974472591
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,0.007534246575342466,1.0,0.013184109987196092
96,0.0061643835616438354,1.0,0.010311330554532733
97,0.00410958904109589,1.0,0.007298768100035063
98,0.01986301369863014,1.0,0.021616593912697237
99,0.023287671232876714,1.0,0.03532706544810252
100,0.012328767123287671,1.0,0.021898915966407723
101,6.849315068493151E-4,1.0,8.305647840531562E-4
102,0.01643835616438356,1.0,0.0388081981949771
103,0.0,0.0,0.0
104,0.007534246575342466,1.0,0.03645494228735457
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,0.0,0.0
108,0.0,0.0,0.0
109,0.04863013698630137,1.0,0.08356615491447547
110,0.0,0.0,0.0
111,0.00410958904109589,1.0,0.007410024223142939
112,0.0,0.0,0.0
